Key,English,ChineseSimplified,ChineseTraditional,Spanish,French,Russian,Portuguese,Japanese,Korean
子弹,Bullets,子弹,,,,,,弾丸,총알
荧光小人,Glowing Man,荧光小人,,,,,,光る小人,빛나는 작은 사람
恭喜发财,Prosperity,恭喜发财,,,,,,あなたが幸せで豊かになりますように,행복하고 번영하시길 바랍니다
南瓜,Pumpkin,南瓜,,,,,,パンプキン,호박
头套,Headgear,头套,,,,,,かぶりもの,배우용 헤드기어
广告牌,Billboard,广告牌,,,,,,看板,광고 게시판
流光,Flowing Light,流光,,,,,,流光,사광
火焰,Flames,火焰,,,,,,炎,불꽃
雪花,Snowflake,雪花,,,,,,スノーフレーク,눈송이
星座,Constellation,星座,,,,,,星座,별자리
法阵,Magic Formation,法阵,,,,,,魔法陣,마법진
桃心,Heart,桃心,,,,,,心臓,마음
音符,Musical Note,音符,,,,,,音符,메모
光环,Halo,光环,,,,,,ハロー,후광
彩带,Ribbons,彩带,,,,,,リボン,고삐
传送门,Portal,传送门,,,,,,ポータル,문
禁锢,Imprisonment,禁锢,,,,,,監禁,제한
防护盾,Shield,防护盾,,,,,,保護シールド,보호 쉴드
角色__BUFF,Character__BUFF,角色__BUFF,,,,,,キャラクター __BUFF,문자 __BUFF
护盾,Shield,护盾,,,,,,シールド,방패
音乐,Music,音乐,,,,,,音楽,음악
禁锢Buff,Imprison buff,禁锢Buff,,,,,,投獄バフ,감금 버프
治疗Buff,Cure Buff,治疗Buff,,,,,,ヒーリングバフ,힐링 버프
盾牌,Shield,盾牌,,,,,,シールド,방패
击杀,Slay,击杀,,,,,,殺す,죽이다
卡牌,Card,卡牌,,,,,,トランプ,카드 놀이
生成光环,Generate Aura,生成光环,,,,,,ヘイローの生成,헤일로 생성
烟花,Fireworks,烟花,,,,,,花火,불꽃
全息投影,Holographic Projection,全息投影,,,,,,ホログラフィック投影,홀로그램 프로젝션
剪纸,Paper Cut,剪纸,,,,,,きりかみ,종이 커팅(중국 민속 예술)
一小堆金币,A small bunch of coins.,一小堆金币,,,,,,小さな金貨の山。,작은 금화 더미.
一大堆金币,A bunch of coins.,一大堆金币,,,,,,金貨の束だ。,금화 한 무더기.
限定武器-樱,Limited Weapon - Sakura,限定武器-樱,,,,,,限定武器・桜,한정무기 - 사쿠라
限定武器-蝶,Butterfly: Limited,限定武器-蝶,,,,,,限定武器・バタフライ,한정무기 - 나비
限定武器-紫光剑,Limited Weapon - Purple Sword,限定武器-紫光剑,,,,,,限定武器・紫光剣,한정 무기 - 보라색 빛의 검
限定武器-冰寒弓箭,Limited Weapon - Ice Bow,限定武器-冰寒弓箭,,,,,,限定武器 - アイス・コールド・ボウ＆アロー,한정 무기 - 얼음처럼 차가운 활과 화살
快速投掷体验券,Quick Throw Voucher,快速投掷体验券,,,,,,クイックスロー体験クーポン,빠른던지기 체험쿠폰
爆炸飞刀体验券,Explosive Knife Voucher,爆炸飞刀体验券,,,,,,爆発ナイフ体験券,폭발칼 체험권
幽灵斗篷体验券,Ghost Cloak Voucher,幽灵斗篷体验券,,,,,,ゴーストマント体験チケット,유령망토 체험권
每拯救一名学生,Every student saved,每拯救一名学生,,,,,,生徒が救われるたびに,학생이 구원받을 때마다
凶手每次击杀,Every time the Murderer kills,凶手每次击杀,,,,,,殺人者が人を殺すたびに,살인자가 사람을 죽일 때마다
眼影,Eyeshadow,眼影,,,,,,アイシャドウ,아이섀도
标准脸型-男,Standard Face - Male,标准脸型-男,,,,,,スタンダード・フェイス - 男性,표준 얼굴 - 남성
标准脸型-女,Standard Face - Female,标准脸型-女,,,,,,スタンダード・フェイス - 女性,표준 얼굴 - 여성
默认表情,Default Expression,默认表情,,,,,,デフォルトの絵文字,기본 이모티콘
微笑,Smile,微笑,,,,,,笑顔,웃다
开心,Happy,开心,,,,,,ハッピー,행복하다
伤心,Sad,伤心,,,,,,悲しい,슬픈
笑,Laugh,笑,,,,,,笑う,웃다
调皮,Naughty,调皮,,,,,,いたずらな,못된
可爱,Cute,可爱,,,,,,かわいい,귀여운
疑惑,Confused,疑惑,,,,,,疑惑,혼란시키다
眼镜,Glasses,眼镜,,,,,,眼鏡,안경
眼罩,Blindfold,眼罩,,,,,,アイマスク,아이 마스크
面纱,veils,面纱,,,,,,ベール,베일
面具,Mask,面具,,,,,,マスク,마스크
狐狸面具,Fox Mask,狐狸面具,,,,,,キツネの仮面,여우 가면
眼饰面具,Eyewear Mask,眼饰面具,,,,,,アイマスク,아이 마스크
恶魔头,Demon Head,恶魔头,,,,,,鬼頭,악마의 머리
魔后,Queen,魔后,,,,,,女王,여왕
白人女魔使,White Warlock,白人女魔使,,,,,,白い魔女,착한 마녀
白人女天使,White Angel,白人女天使,,,,,,白い女性の天使,백인 여성 천사
黑人女天使,Black Angel,黑人女天使,,,,,,黒人の女性の天使,흑인 여성 천사
女战神,Goddess of War,女战神,,,,,,女の戦いの女神,여성 전쟁 여신
女水手白人,White Sailor,女水手白人,,,,,,白人の女性船員,백인 여성 선원
青年智慧女神,Young Muse,青年智慧女神,,,,,,若き知恵の女神,젊은 지혜의 여신
黑天使,Black Angel,黑天使,,,,,,黒い天使,검은 천사
刺客女性,Assassin Female,刺客女性,,,,,,暗殺者の女性,암살자 여성
纳米机甲女性,Nano Mecha Female,纳米机甲女性,,,,,,ナノメカメス,나노메카 암컷
卡魔拉,Kamala,卡魔拉,,,,,,"ガモーラ, 日本映画の怪獣","가모라(일본어 ガメラ 가모라), 일본 영화 괴물"
魔术师女,Magician,魔术师女,,,,,,魔術師の女性,마술사 여자
哨兵冰,Sentry Ice,哨兵冰,,,,,,センチネルアイス,센티넬 아이스
女浩克,Female Holk,女浩克,,,,,,女性ハルク,여성 헐크
羊角女巫,Horned Witch,羊角女巫,,,,,,山羊の角の魔女,염소 뿔 마녀
冰雪王后,Snow Queen,冰雪王后,,,,,,氷の女王,얼음 여왕
海洋王后,Queen of Ocean,海洋王后,,,,,,海の女王,바다의 여왕
雏田,Hinata,雏田,,,,,,雏田,"고다 다이스케(1934-), 일본 정치인, 2007-2010년 총리"
春野樱,Sakura,春野樱,,,,,,春野サクラ,하루노 사쿠라
纲手,Master,纲手,,,,,,綱手,츠나데
娜美,Nami,娜美,,,,,,ナミ,나미
妮可罗宾,Nicole Robin,妮可罗宾,,,,,,ニコール・ロビン,니콜 로빈
女帝,Female Emperor,女帝,,,,,,女帝,황후
天天,Everyday,天天,,,,,,天天,날마다
小南,Nan,小南,,,,,,小南,샤오난
小樱,Sakura,小樱,,,,,,さくら,사쿠라
灶门祢豆子,Youra Bean,灶门祢豆子,,,,,,竈門禰豆子,카마도 네즈코
暗影芭比,Shadow Barbie,暗影芭比,,,,,,シャドウバービー,섀도우 바비
粉毛怪,Pink Monster,粉毛怪,,,,,,白い毛むくじゃらの怪物,흰 털 괴물
蓝毛怪,Blue Monster,蓝毛怪,,,,,,青い髪の怪物,파란 머리 괴물
魔莱坞学院院长,Academy Dean,魔莱坞学院院长,,,,,,マジックハリウッドアカデミー 理事長,매직할리우드아카데미 원장
魔法少女,Magic Girl,魔法少女,,,,,,魔法少女,마법소녀
弓箭少女,Archery Girl,弓箭少女,,,,,,弓矢ガール,활과 화살 소녀
西方神女,Western Goddess,西方神女,,,,,,西方神女,매춘부(속어)
狐耳少女,Fox Girl,狐耳少女,,,,,,キツネ耳の女の子,여우귀 소녀
魔法少女服饰,Magic Girl Costume,魔法少女服饰,,,,,,魔法少女の衣装,마법소녀 의상
魔法女巫套装,Magic Witch Suit,魔法女巫套装,,,,,,魔法の魔女セット,마법의 마녀 세트
绿色怪人服,Green Freak Suit,绿色怪人服,,,,,,グリーン・フリーク・スーツ,녹색 괴물 수트
变异人套装,Mutant Suit,变异人套装,,,,,,ミュータントスーツ,돌연변이 슈트
怪人套装,Monster Suit,怪人套装,,,,,,奇抜なスーツ。,오드볼 슈트.
马戏团小丑服,Circus Clown Costume,马戏团小丑服,,,,,,サーカスピエロの衣装,서커스 광대 의상
小爱神,Little Eros,小爱神,,,,,,小さなキューピッド,작은 큐피드
中年冥神,Middle-aged Netherworld,中年冥神,,,,,,中年冥神,중년의 하데스
白人男天使,White Angel,白人男天使,,,,,,白人の男性天使,백인 남성 천사
黑人男天使,Black Angel,黑人男天使,,,,,,黒人男性天使,흑인 남성 천사
老山城,Old Hill Castle,老山城,,,,,,老山城,올드 마운틴 시티
太阳神,Sun God,太阳神,,,,,,太陽神,태양신
魔王,Demon King,魔王,,,,,,魔王,마왕
海王神,Neptune,海王神,,,,,,海王神,해왕성
神使,Angel,神使,,,,,,神使,전령
魔使男,Warlock,魔使男,,,,,,悪魔の男,악마의 남자
魔兵,Magic Soldier,魔兵,,,,,,魔兵,악마병사
兽人,Orc,兽人,,,,,,オーク,오크
未来战士,Future Warrior,未来战士,,,,,,未来の戦士,미래의 전사
哨兵石,Sentry Stone,哨兵石,,,,,,歩哨,센티널
哨兵木,Sentry Wood,哨兵木,,,,,,センチネルウッド,센티넬 우드
哨兵火,Sentry Fire,哨兵火,,,,,,センチネルファイア,센티널 파이어
青年地精,Youth Goblin,青年地精,,,,,,ヤング・ゴブリン,어린 고블린
老年地精,Elderly Goblin,老年地精,,,,,,古いゴブリン,늙은 고블린
天神,Legendary,天神,,,,,,天神,신들
狼人001,Werewolf 001,狼人001,,,,,,狼男001,늑대인간 001
黑男哨兵铁,Black Male Sentry Iron,黑男哨兵铁,,,,,,黒人男性の歩哨,흑인 남성 센티널
男丧尸,Zombie,男丧尸,,,,,,男性ゾンビ,남성 좀비
大蛇丸,Snake Pill,大蛇丸,,,,,,大蛇丸,오로치마루
飞段,Flying Stage,飞段,,,,,,飛段,히단
干柿鬼鲛,Dry Ghost Cloud,干柿鬼鲛,,,,,,干し柿鬼雨,곶감 키사메
角都,Kado,角都,,,,,,角都,카쿠즈
卡卡西,Kakasi,卡卡西,,,,,,カカシ,카카시
炼狱杏寿郎,Kyojuro Rengoku,炼狱杏寿郎,,,,,,煉獄の杏周郎,연옥의 살구 슈로우
路飞,Luffy,路飞,,,,,,ルフィ,루피
索隆,Zoro,索隆,,,,,,索隆,사우론
洛克李,Lock Lee,洛克李,,,,,,ロック・リー,록 리
鸣人,Naruto,鸣人,,,,,,ナルト,나루토
我爱罗,I Love You,我爱罗,,,,,,我愛羅,가아라
我妻善逸,My wife is kind.,我妻善逸,,,,,,妻はいい人だ。,제 아내는 좋은 운동선수입니다.
悟空,Goku,悟空,,,,,,悟空,오공
蝎,Scorpion,蝎,,,,,,サソリ,투석기
宇智波斑,Wave Spot,宇智波斑,,,,,,うちはマダラ,우치하 마다라
宇智波带土,Wave Zone,宇智波带土,,,,,,うちはオビト,우치하 오비토
宇智波鼬,Ghost,宇智波鼬,,,,,,うちはイタチ,우치하 이타치
长门,Long Door,长门,,,,,,長門,나가토
嘴平伊之助,Hashibira Inosuke,嘴平伊之助,,,,,,嘴平伊之助,모히라 이노스케
宇智波佐助,Sasuke,宇智波佐助,,,,,,うちはサスケ,우치하 사스케
史瑞克,Shrek,史瑞克,,,,,,シュレック,슈렉
迷雾鬼影,Misty Ghost,迷雾鬼影,,,,,,霧の幽霊,안개 유령
屠夫,Butcher,屠夫,,,,,,肉屋,푸주한
玄魁,Profound Quill,玄魁,,,,,,玄魁,쉬안쿠이
专家,Expert,专家,,,,,,専門家,전문가
巫医,Witch Doctor,巫医,,,,,,呪術師,주술사
灶门炭治郎,Tanjiro Kamado,灶门炭治郎,,,,,,竈門炭治郎,카마도 탄지로
长胡子老者,Bearded Oldman,长胡子老者,,,,,,ひげを生やした老人,수염을 기른 노인
大耳男,Big Ears,大耳男,,,,,,耳の大きな男,귀가 큰 남자
侦探小子,Detective Boy,侦探小子,,,,,,少年探偵,탐정 소년
翻毛黄金首饰,Furry Gold Jewelry,翻毛黄金首饰,,,,,,タンブルド・ゴールド・ジュエリー,텀블 골드 주얼리
清洁手套,Cleaning Gloves,清洁手套,,,,,,掃除用手袋,청소 장갑
身份名称（学生）,Identity Name (Student),身份名称（学生）,,,,,,アイデンティティ名（学生）,신원 이름 (학생)
身份,Role,身份,,,,,,身元,신원
这里是本局中你的身份,Here is your identity in this match.,这里是本局中你的身份,,,,,,このゲームにおけるあなたのアイデンティティはここにあります,이 게임에서 당신의 정체성은 다음과 같습니다
身份目标（学生）,Identity Goal (student),身份目标（学生）,,,,,,アイデンティティターゲット（学生）,신원대상(학생)
这里是你本局的目标，不知道做什么的话就看一下这里吧,"Here is your goal in this match. If you're confused, take a look.",这里是你本局的目标，不知道做什么的话就看一下这里吧,,,,,,これがこのゲームの目標です。何をすればよいかわからない場合は、ここを参照してください。,이것이 이 게임의 목표입니다. 무엇을 해야할지 모르겠다면 여기를 살펴보세요.
身份目标1（学生）,Identity Goal 1 (student),身份目标1（学生）,,,,,,アイデンティティ目標 1 (学生),정체성 목표 1 (학생)
努力活下来才能够获得胜利~,Survive to win!,努力活下来才能够获得胜利~,,,,,,努力してこそ勝てますよ~,열심히 노력해야만 승리할 수 있어요~
身份目标2-1（学生）,Role Goal 2-1 (Student),身份目标2-1（学生）,,,,,,アイデンティティ目標 2-1 (学生),정체성 목표 2-1 (학생)
这是能量球：,This is the Orb:,这是能量球：,,,,,,これがエネルギーボールです。,이것은 에너지 볼입니다.
身份目标2-2（学生）,Identity Goal 2-2 (student),身份目标2-2（学生）,,,,,,アイデンティティ目標 2-2 (学生),정체성 목표 2-2 (학생)
集齐能量球，可以获得一层保护壳,Collect all the Orbs to obtain a protective shell.,集齐能量球，可以获得一层保护壳,,,,,,エネルギーボールを集めて保護シェルを入手,에너지 볼을 모아 보호 껍질을 얻으세요
身份目标（凶手）,Identity Target (Murderer),身份目标（凶手）,,,,,,ターゲット（殺人者）の正体,신원 대상(살인자)
这里是你本局的目标，在对局结束前完成目标才能获得胜利,Here is your goal in this match. Complete the goal before the game is over to win.,这里是你本局的目标，在对局结束前完成目标才能获得胜利,,,,,,このゲームの目標は次のとおりです。ゲーム終了前に目標を達成すると勝利できます。,이 게임의 목표는 다음과 같습니다. 게임이 끝나기 전에 목표를 완료하면 승리할 수 있습니다.
身份目标（侦探）,Identity Target (Detective),身份目标（侦探）,,,,,,アイデンティティターゲット（探偵）,신원 대상(탐정)
身份目标（英雄）,Identity Goal (Hero),身份目标（英雄）,,,,,,アイデンティティターゲット（ヒーロー）,신원 대상(영웅)
你有了新的目标，击杀凶手，保护学生,You have a new goal: slay the Murderer and protect the students.,你有了新的目标，击杀凶手，保护学生,,,,,,殺人犯を殺し、生徒たちを守るという新たな目標ができました,당신은 새로운 목표를 가지고 있습니다. 살인자를 죽이고 학생들을 보호하는 것입니다.
身份名称（侦探）,Identity Name (Detective),身份名称（侦探）,,,,,,アイデンティティネーム（探偵）,신원 이름 (탐정)
身份名称（凶手）,Identity Name (Murderer),身份名称（凶手）,,,,,,アイデンティティ名（殺人者）,신원 이름 (살인자)
身份名称（英雄）,Identity Name (Hero),身份名称（英雄）,,,,,,アイデンティティ名（主人公）,아이덴티티 이름(영웅)
恭喜你拾取到武器，现在你成为了一名英雄,You have picked up the weapon. Now you become the Hero!,恭喜你拾取到武器，现在你成为了一名英雄,,,,,,武器を手に入れたおめでとうございます、これであなたもヒーローです,무기 획득을 축하합니다. 이제 당신은 영웅입니다
第一次吃到金币,First taste of gold coins,第一次吃到金币,,,,,,初めてゴールドコインを獲得する,처음으로 금화를 획득하세요
金币,Gold Coin,金币,,,,,,金,금
本局游戏内获得的金币将存储在这里，结算时会发放给你；不过金币袋是有上限的，袋子装满就无法获得了,Coins obtained in the game will be stored here and issued to you during the checkout; please note that there is a limited capacity for the coin bag!,本局游戏内获得的金币将存储在这里，结算时会发放给你；不过金币袋是有上限的，袋子装满就无法获得了,,,,,,このゲームで入手した金貨はここに保管され、決済時に配布されますが、金貨袋には上限があり、袋がいっぱいになると入手できません。,"본 게임에서 획득한 금화는 여기에 보관되며 정산 시 배포됩니다. 단, 금화 가방에는 상한선이 있어 가방이 가득 차면 획득할 수 없습니다."
